cluster0_HDZ-culi-364-S210	NR_113393;tax=k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Peptococcaceae 1,g:Peptococcus,s:niger;	89.3	1479	152	5	1	1477	1	1528	-1	0
cluster71_HDZ-culi-430-S292	AB608051;tax=k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lacticaseibacillus,s:nasuensis;	100.0	1479	0	0	1	1479	1	1488	-1	0
cluster26_HDZ-culi-211-S106	CP007588.458620.460201;tax=k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Leuconostocaceae,g:Weissella,s:Weissella_ceti;	99.7	1480	0	3	1	1480	1	1582	-1	0
cluster122_HDZ-culi-377-S287	HM990965;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales,f:Veillonellaceae,g:Megasphaera,s:indica;	93.7	1483	82	8	1	1477	1	1566	-1	0
cluster12_HDZ-culi-320-S131	JN175330;tax=k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Loigolactobacillus,s:bifermentans;	99.0	1455	15	0	1	1478	1	1500	-1	0
cluster319_HDZ-culi-377-S287	X72865;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Acidaminococcales,f:Acidaminococcaceae,g:Phascolarctobacterium,s:faecium;	92.6	1479	104	5	1	1476	1	1511	-1	0
cluster3_HDZ-culi-438-S275	HF679038;tax=k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lacticaseibacillus,s:songhuajiangensis;	96.9	1448	44	1	1	1482	1	1448	-1	0
cluster1040_HDZ-culi-182-S52	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	95.2	1476	67	4	1	1475	1	1543	-1	0
cluster426_HDZ-culi-192-S75	HM990965;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales,f:Veillonellaceae,g:Megasphaera,s:indica;	93.6	1483	81	11	1	1475	1	1566	-1	0
cluster349_HDZ-culi-308-S117	CP019721.703982.705525;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Veillonellaceae,g:Veillonella,s:Veillonella_parvula;	99.5	1475	8	0	1	1475	1	1544	-1	0
cluster716_HDZ-culi-317-S155	HM990965;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales,f:Veillonellaceae,g:Megasphaera,s:indica;	93.9	1480	83	6	1	1475	1	1566	-1	0
cluster1071_HDZ-culi-174-S247	HM990965;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales,f:Veillonellaceae,g:Megasphaera,s:indica;	93.5	1481	86	8	1	1474	1	1566	-1	0
cluster91_HDZ-culi-198-S88	HF679038;tax=k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lacticaseibacillus,s:songhuajiangensis;	96.7	1442	46	1	1	1475	1	1448	-1	0
cluster94_HDZ-culi-437-S253	HF679038;tax=k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lacticaseibacillus,s:songhuajiangensis;	99.4	1442	8	1	1	1475	1	1448	-1	0
cluster1085_HDZ-culi-097-S91	HM990965;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales,f:Veillonellaceae,g:Megasphaera,s:indica;	93.5	1481	85	7	1	1474	1	1566	-1	0
cluster1292_HDZ-culi-226-S124	X72865;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Acidaminococcales,f:Acidaminococcaceae,g:Phascolarctobacterium,s:faecium;	92.9	1476	103	2	1	1474	1	1511	-1	0
cluster444_HDZ-culi-398-S329	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.3	1474	75	4	1	1474	1	1543	-1	0
cluster503_HDZ-culi-054-S192	HM990965;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales,f:Veillonellaceae,g:Megasphaera,s:indica;	93.9	1481	80	8	1	1474	1	1566	-1	0
cluster108_HDZ-culi-437-S253	LC436604;tax=k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lacticaseibacillus,s:hulanensis;	100.0	1421	0	0	1	1474	1	1421	-1	0
cluster690_HDZ-culi-040-S187	237265;tax=k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Veillonellaceae,g:Megamonas,s:hypermegale;	94.0	1474	81	2	1	1474	1	1478	-1	0
cluster59_HDZ-culi-405-S335	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.4	1474	73	5	1	1474	1	1543	-1	0
cluster1482_HDZ-culi-174-S247	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	95.0	1473	66	5	1	1473	1	1543	-1	0
cluster903_HDZ-culi-262-S165	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.2	1475	74	6	1	1474	1	1543	-1	0
cluster1628_HDZ-culi-014-S18	HM990965;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales,f:Veillonellaceae,g:Megasphaera,s:indica;	93.6	1479	86	7	1	1473	1	1566	-1	0
cluster1820_HDZ-culi-262-S165	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.0	1473	81	3	1	1473	1	1543	-1	0
cluster181_HDZ-culi-452-S344	CP028116.4710131.4711682;tax=k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacterales,f:Enterobacteriaceae,g:Escherichia-Shigella,s:Escherichia_coli;	99.5	1473	6	1	1	1473	1	1552	-1	0
cluster3774_HDZ-culi-097-S91	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.0	1475	84	4	1	1473	1	1543	-1	0
cluster33_HDZ-culi-438-S275	AF413523;tax=k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lacticaseibacillus,s:pantheris;	99.9	1473	2	0	1	1473	1	1559	-1	0
cluster499_HDZ-culi-203-S203	HM990965;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales,f:Veillonellaceae,g:Megasphaera,s:indica;	93.6	1479	87	7	1	1473	1	1566	-1	0
cluster566_HDZ-culi-192-S75	HM990965;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales,f:Veillonellaceae,g:Megasphaera,s:indica;	93.8	1481	80	10	1	1473	1	1566	-1	0
cluster256_HDZ-culi-395-S272	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.5	1472	74	5	1	1472	1	1543	-1	0
cluster341_HDZ-culi-330-S323	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.4	1472	75	4	1	1472	1	1543	-1	0
cluster530_HDZ-culi-204-S249	237265;tax=k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Veillonellaceae,g:Megamonas,s:hypermegale;	94.5	1472	75	3	1	1472	1	1478	-1	0
cluster868_HDZ-culi-054-S192	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	95.0	1473	64	7	1	1472	1	1543	-1	0
cluster33_HDZ-culi-322-S133	LN833202;tax=k:Bacteria,p:Gemmatimonadetes,c:Longimicrobia,o:Longimicrobiales,f:Longimicrobiaceae,g:Longimicrobium,s:terrae;	92.4	1417	103	1	1	1472	1	1413	-1	0
cluster1348_HDZ-culi-219-S81	HM990965;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales,f:Veillonellaceae,g:Megasphaera,s:indica;	93.4	1480	86	7	1	1471	1	1566	-1	0
cluster117_HDZ-culi-373-S219	CP030347.492899.494425;tax=k:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacterales,f:Enterobacteriaceae,g:Enterobacter,s:Enterobacter_cloacae;	99.9	1471	0	1	1	1471	1	1527	-1	0
cluster1796_HDZ-culi-087-S78	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	95.0	1471	68	5	1	1471	1	1543	-1	0
cluster1362_HDZ-culi-181-S74	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.9	1471	69	5	1	1471	1	1543	-1	0
cluster2423_HDZ-culi-013-S8	NR_113357;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales,f:Veillonellaceae,g:Dialister,s:propionicifaciens;	93.1	1444	90	5	1	1471	1	1465	-1	0
cluster2598_HDZ-culi-040-S187	KX198132;tax=k:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Prevotellaceae,g:Prevotella,s:rara;	88.2	1472	171	2	1	1471	1	1535	-1	0
cluster3613_HDZ-culi-226-S124	237265;tax=k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Veillonellaceae,g:Megamonas,s:hypermegale;	94.2	1473	76	4	1	1471	1	1478	-1	0
cluster92_HDZ-culi-221-S90	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.4	1472	75	4	1	1471	1	1543	-1	0
cluster223_HDZ-culi-235-S282	NR_113393;tax=k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Peptococcaceae 1,g:Peptococcus,s:niger;	89.7	1472	146	5	1	1470	1	1528	-1	0
cluster2_HDZ-culi-433-S229	CP017065.799466.801044;tax=k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus,s:Lactobacillus_casei;	99.9	1471	0	1	1	1470	1	1579	-1	0
cluster1227_HDZ-culi-047-S190	CP022488.214128.215692;tax=k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Enterococcaceae,g:Enterococcus,s:Enterococcus_faecalis;	99.9	1470	0	1	1	1470	1	1565	-1	0
cluster120_HDZ-culi-336-S159	AB680486.1.1486;tax=k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Enterococcaceae,g:Enterococcus,s:Enterococcus_mundtii;	100.0	1470	0	0	1	1470	1	1486	-1	0
cluster467_HDZ-culi-358-S181	HM990965;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales,f:Veillonellaceae,g:Megasphaera,s:indica;	93.6	1480	81	9	1	1470	1	1566	-1	0
cluster571_HDZ-culi-330-S323	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.2	1470	80	4	1	1470	1	1543	-1	0
cluster690_HDZ-culi-405-S335	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.0	1471	81	5	1	1470	1	1543	-1	0
cluster580_HDZ-culi-342-S171	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.2	1471	78	5	1	1470	1	1543	-1	0
cluster1066_HDZ-culi-249-S149	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	95.2	1471	63	7	1	1469	1	1543	-1	0
cluster1381_HDZ-culi-250-S150	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.3	1469	80	4	1	1469	1	1543	-1	0
cluster1323_HDZ-culi-166-S197	AJDQ01000007.391439.392985;tax=k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Enterococcaceae,g:Enterococcus,s:Enterococcus_gilvus;	97.5	1469	35	1	1	1469	1	1547	-1	0
cluster1413_HDZ-culi-264-S167	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.6	1469	76	4	1	1469	1	1543	-1	0
cluster1920_HDZ-culi-063-S1	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.8	1469	72	4	1	1469	1	1543	-1	0
cluster15_HDZ-culi-444-S296	AB894864;tax=k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Secundilactobacillus,s:mixtipabuli;	99.9	1469	1	0	1	1469	1	1488	-1	0
cluster3300_HDZ-culi-097-S91	HM990965;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales,f:Veillonellaceae,g:Megasphaera,s:indica;	93.6	1479	83	6	1	1469	1	1566	-1	0
cluster20_HDZ-culi-452-S344	CP021874.988009.989548;tax=k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Enterococcaceae,g:Enterococcus,s:Enterococcus_wangshanyuanii;	99.7	1469	4	0	1	1469	1	1540	-1	0
cluster68_HDZ-culi-328-S158	237265;tax=k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Veillonellaceae,g:Megamonas,s:hypermegale;	94.7	1470	73	3	1	1469	1	1478	-1	0
cluster58_HDZ-culi-091-S236	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.2	1472	75	6	1	1469	1	1543	-1	0
cluster195_HDZ-culi-429-E1-S355	AJAL01000010.332068.333614;tax=k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Enterococcaceae,g:Enterococcus,s:Enterococcus_raffinosus;	99.7	1469	3	1	1	1469	1	1547	-1	0
cluster302_HDZ-culi-452-S344	NR_114015;tax=k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Enterococcaceae,g:Enterococcus,s:thailandicus;	99.7	1470	3	1	1	1469	1	1486	-1	0
cluster778_HDZ-culi-264-S167	HM990965;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales,f:Veillonellaceae,g:Megasphaera,s:indica;	93.6	1479	83	6	1	1469	1	1566	-1	0
cluster8_HDZ-culi-438-S275	MK110842;tax=k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lacticaseibacillus,s:daqingensis;	99.4	1427	9	0	1	1469	1	1429	-1	0
cluster118_HDZ-culi-430-S292	AP018405.1935677.1937223;tax=k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus,s:Lactobacillus_plantarum;	100.0	1468	0	0	1	1468	1	1547	-1	0
cluster11_HDZ-culi-249-S149	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.8	1468	74	3	1	1468	1	1543	-1	0
cluster1224_HDZ-culi-442-S294	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	95.2	1468	68	3	1	1468	1	1543	-1	0
cluster1812_HDZ-culi-184-S248	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.4	1468	79	3	1	1468	1	1543	-1	0
cluster1514_HDZ-culi-085-S92	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.8	1468	73	3	1	1468	1	1543	-1	0
cluster146_HDZ-culi-433-S229	AJAP01000025.1.1531;tax=k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Enterococcaceae,g:Enterococcus,s:Enterococcus_asini;	100.0	1468	0	0	1	1468	1	1531	-1	0
cluster28_HDZ-culi-357-S180	HM990965;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales,f:Veillonellaceae,g:Megasphaera,s:indica;	93.6	1478	83	8	1	1468	1	1566	-1	0
cluster451_HDZ-culi-042-S188	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.3	1468	80	3	1	1468	1	1543	-1	0
cluster679_HDZ-culi-245-S145	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.5	1469	76	5	1	1468	1	1543	-1	0
cluster338_HDZ-culi-452-S344	ASWD01000005.370418.371964;tax=k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Enterococcaceae,g:Enterococcus,s:Enterococcus_pallens;	99.9	1468	1	0	1	1468	1	1547	-1	0
cluster217_HDZ-culi-336-S159	AB680105.1.1484;tax=k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Enterococcaceae,g:Enterococcus,s:Enterococcus_casseliflavus;	100.0	1468	0	0	1	1468	1	1484	-1	0
cluster925_HDZ-culi-249-S149	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	95.0	1469	69	4	1	1468	1	1543	-1	0
cluster7_HDZ-culi-430-S292	660032;tax=k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lactobacillus,s:manihotivorans;	99.7	1458	4	1	1	1468	1	1499	-1	0
cluster116_HDZ-culi-438-S275	EU678893;tax=k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Secundilactobacillus,s:kimchicus;	98.9	1467	16	0	1	1467	1	1499	-1	0
cluster1821_HDZ-culi-330-S323	237265;tax=k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Veillonellaceae,g:Megamonas,s:hypermegale;	94.2	1471	76	3	1	1467	1	1478	-1	0
cluster1907_HDZ-culi-184-S248	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.7	1469	72	5	1	1467	1	1543	-1	0
cluster64_HDZ-culi-087-S78	HM990965;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales,f:Veillonellaceae,g:Megasphaera,s:indica;	93.8	1479	78	9	1	1467	1	1566	-1	0
cluster1676_HDZ-culi-252-S152	HM990965;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales,f:Veillonellaceae,g:Megasphaera,s:indica;	93.5	1478	83	8	1	1466	1	1566	-1	0
cluster2646_HDZ-culi-241-S141	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.3	1469	76	4	1	1466	1	1543	-1	0
cluster57_HDZ-culi-088-S234	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.3	1467	80	3	1	1466	1	1543	-1	0
cluster294_HDZ-culi-240-S140	MK110834;tax=k:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Lactobacillaceae,g:Lacticaseibacillus,s:suibinensis;	99.9	1438	2	0	1	1467	1	1441	-1	0
cluster692_HDZ-culi-444-S296	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	95.4	1468	62	5	1	1466	1	1543	-1	0
cluster1633_HDZ-culi-327-S138	237265;tax=k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Veillonellaceae,g:Megamonas,s:hypermegale;	93.9	1469	83	3	1	1465	1	1478	-1	0
cluster2349_HDZ-culi-317-S155	NR_113231;tax=k:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Lachnospiraceae,g:Blautia,s:glucerasea;	86.4	1466	198	2	1	1465	1	1491	-1	0
cluster2642_HDZ-culi-184-S248	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.5	1469	73	7	1	1465	1	1543	-1	0
cluster1234_HDZ-culi-250-S150	ADMB01000074.90.1632;tax=k:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales-Selenomonadales,f:Selenomonadaceae,g:Megamonas,s:Megamonas_funiformis;	94.4	1467	77	3	1	1464	1	1543	-1	0
cluster1977_HDZ-culi-437-S253	CP014229.562925.564478;tax=k:Bacteria,p:Desulfobacterota,c:Desulfovibrionia,o:Desulfovibrionales,f:Desulfovibrionaceae,g:Desulfovibrio,s:Desulfovibrio_fairfieldensis;	99.0	1464	14	1	1	1464	1	1554	-1	0
